AAG ORDER NUMBER,CUSTOMER NAME,ORDER DATE PO RECEIVED,CUSTOMER ALT PO,AAG SEASON,CUSTOMER SEASON,DROP,MONTH,RANGE / COLLECTION,PROMO GROUP / CAMPAIGN (HOT 30/GLOBAL EDIT,CATEGORY,PATTERN ID,MAKE OR BUY,PLANNER,ORIGINAL ALIAS/RELATED ITEM,PRICING ALIAS/RELATED ITEM,ALIAS/RELATED ITEM,CUSTOMER STYLE,CUSTOMER''S COLOUR CODE (CUSTOM FIELD) CUSTOMER PROVIDES THIS,ACTIVE,All,Multiple Items,FACILITY CODE,BULK AGREEMENT NUMBER,Sum of TOTAL QTY,BULK AGREEMENT DESCRIPTION,CUSTOMER CODE,CO NUMBER - INITIAL DISTRO,CO NUMBER (INITIAL DISTRO),CO NUMBER (ALLOCATION DISTRO),CO NUMBER - ALLOCATION DISTRO,PO NUMBER,AAG SEASON CODE,INFOR MAKE/BUY CODE,PLANNER2,ITEM TYPE CODE,INFOR ITEM TYPE CODE,PRODUCT GROUP CODE,MAKE/BUY CODE,INFOR PRODUCT GROUP CODE,ITEM GROUP CODE,STYLE DESCRIPTION,INFOR ITEM GROUP CODE,GENDER GROUP CODE,INFOR GENDER GROUP CODE,FABRIC TYPE CODE,INFOR FABRIC TYPE CODE,CUSTOMER COLOUR DESCRIPTION,UNIT OF MEASURE,INFOR COLOUR CODE,XXXS,XXS,XS,S,S/M,M,M/L,L,L/XL,XL,XXL,XXXL,0,2,4,6,8,10,12,14,16,18,20,0-3M,3-6M,6-9M,9-12M,12-18M,18-24M,2T,3T,4T,5T,6T,30/30,30/32,32/30,32/32,34/30,34/32,36/30,36/32,32C,32D,32DD,34C,34D,34DD,36C,36D,36DD,OS,ONE SIZE,0w,10w,12w,1X,2/3,22,24,26,27,28,28-30L,29,2w,2X,2XL,30,30-30L,30-31L,30-32L,30X30,31,31/30,31/32,31-30L,31-31L,31-32L,31X30,32,32/34,32/36,32-30L,32-31L,32-32L,32DDD,32X30,33,33/30,33/32,33-30L,33-31L,33-32L,34,34/34,34-30L,34-31L,34-32L,34DDD,34X30,35,35/30,35/32,35-30L,35-31L,35-32L,36,36/34,36-30L,36-31L,36-32L,36DDD,36X30,38,38/30,38/32,38/34,38/36,38-30L,38-31L,38-32L,38C,38D,38DD,38DDD,38X30,3X,3XL,4/5,40,40/30,40/32,40-30L,40-31L,40X30,42,44,46,48,4w,4X,4XL,4XT,5,50,52,54,56,58,6/7,60,6w,7,8w,9,L(10-12),L(14-16),M(10-12),M(8-10),S(6-8),TOTAL QTY,ORDER TYPE,DESTINATION,DESTINATION WAREHOUSE,ALLOCATION (CHANNEL),SHOP NAME,COLLECTION DELIVERY,SHOP CODE,TRACKING NUMBER,ETA CUSTOMER WAREHOUSE DATE,EX FACTORY DATE,DELIVERY TERMS,PLANNED DELIVERY METHOD,DELIVERY CODE (MODL),NOTES,VALIDATION,VALIDATION2,VALIDATION3,VALIDATION4,CUSTOMER PRICE,USA ONLY LSTP 75% EX WORKS,EX WORKS (USD),ADMINISTRATION FEE,DESIGN FEE,FX CHARGE,HANDLING,PNP,SURCHARGE FEE,DISCOUNT,FINAL FOB (USD),HS CODE,US DUTY RATE,US DUTY,FREIGHT,US TARIFF RATE,US TARIFF,DDP US (USD),UK DUTY RATE,UK FREIGHT,UK INSURANCE,UK CIF,UK DUTY,DDP UK (USD),CAN DUTY RATE,CAN DUTY,DDP CAN (USD),SMS PRICE USD,FINAL PRICES Y/N,NOTES FOR PRICE,PRICING NOTES,Delta,Warehouse,ORTP (ORDER TYPE),Longson Alias,BUAR (BUSINESS AREA UNIT),ADID,record_uuid
GRE-04487,GREYSON CLOTHIERS,19/11/2024,,2025 FALL,,,,CLASSICS/BASICS,SCARLETT,,,1,EUNICE LEE,,,,LFA24K55,,,,,,,,,,,,,,5466,,,,122,,FGA10,,,FGATOU55,HALLEY II QUARTER ZIP,,WOM,,FABKNIT,,417 - MALTESE BLUE,PCE,,,,51,146,,158,,115,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,ACTIVE,"WHIPLASH, OH",,,,,,,5/08/2025 0:00,1/08/2025 0:00,DDP,AIR,,"Added 19.11.24 Split is from PO 4896,updated po number/style number/xfty 15.5.25 updated xfty 30.5.25 Update PO number from PO 5336 to PO 5466 /updated style number 16.6.25 updated shipmode 25.6.25",5466LFA24K55417 - MALTESE BLUE500,,,,27.88,16,20.86,0.1,0,0,0.2,0,0,0,21.16,6110.30.30.59,0.32,5.12,,0.1,1.6,27.88,,,,,,,,,,55.76,Y,price added & confirmed 11.3.25 tariff updated 1.4.25 updated lstp/tariff rate 12.6.25,,,,,,,,10E43A44-3098-41D3-86EF-FC95B76CF428
GRE-04488,GREYSON CLOTHIERS,19/11/2024,,2025 FALL,,,,CLASSICS/BASICS,SCARLETT,,,1,EUNICE LEE,,,,LFA25K55V,,,,,,,,,,,,,,5336,,,,122,,FGA10,,,FGATOU55,HALLEY II QUARTER ZIP,,WOM,,FABKNIT,,001 - SHEPHERD,PCE,,,,80,250,,100,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,ACTIVE,"WHIPLASH, OH",,,,,,,5/08/2025 0:00,15/08/2025 0:00,DDP,AIR,,"Added 19.11.24 Split is from PO 4896,updated po number/style number/xfty 15.5.25 updated shipmode 25.6.25",5336LFA25K55V001 - SHEPHERD500,,,,27.88,16,20.86,0.1,0,0,0.2,0,0,0,21.16,6110.30.30.59,0.32,5.12,,0.1,1.6,27.88,,,,,,,,,,55.76,Y,price added & confirmed 11.3.25 tariff updated 1.4.25 updated lstp/tariff rate 12.6.25,,,,,,,,FBBE1A07-8A3E-43F7-9C70-06C19FDFE01A
GRE-04489,GREYSON CLOTHIERS,19/11/2024,,2025 FALL,,,,CLASSICS/BASICS,SCARLETT,,,1,EUNICE LEE,,,,LSP24K55,,,,,,,,,,,,,,5466,,,,122,,FGA10,,,FGATOU55,HALLEY II QUARTER ZIP,,WOM,,FABKNIT,,476 - WOLF BLUE,PCE,,,,2,128,,171,,139,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,ACTIVE,"WHIPLASH, OH",,,,,,,5/08/2025 0:00,1/08/2025 0:00,DDP,AIR,,"Added 19.11.24 Split is from PO 4896,updated po number/style number/xfty 15.5.25 updated style number 19.5.25 updated xfty 30.5.25 Update PO number from PO 5336 to PO 5466 /updated style number 16.6.25 updated shipmode 25.6.25",5466LSP24K55476 - WOLF BLUE500,,,,27.88,16,20.86,0.1,0,0,0.2,0,0,0,21.16,6110.30.30.59,0.32,5.12,,0.1,1.6,27.88,,,,,,,,,,55.76,Y,price added & confirmed 11.3.25 tariff updated 1.4.25 updated lstp/tariff rate 12.6.25,,,,,,,,8FAB554D-096B-458D-9786-BA710EBF2D43
GRE-04490,GREYSON CLOTHIERS,19/11/2024,,2025 FALL,,,,CLASSICS/BASICS,SCARLETT,,,1,EUNICE LEE,,,,LFA23K55M,,,,,,,,,,,,,,5466,,,,122,,FGA10,,,FGATOU55,HALLEY II MELANGE QUARTER ZIP,,WOM,,FABKNIT,,051 - SMOKE HEATHER,PCE,,,,69,156,,178,,75,,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,ACTIVE,"WHIPLASH, OH",,,,,,,5/08/2025 0:00,1/08/2025 0:00,DDP,AIR,,"Added 19.11.24 Split is from PO 4896,updated po number/style number/xfty 15.5.25 updated xfty 30.5.25 Update PO number from PO 5336 to PO 5466 /updated style number 16.6.25 updated shipmode 25.6.25",5466LFA23K55M051 - SMOKE HEATHER500,,,,32.02,16.6,24.75,0.1,0,0,0.2,0,0,0,25.05,6110.30.30.59,0.32,5.31,,0.1,1.66,32.02,,,,,,,,,,64.04,Y,price added & confirmed 11.3.25 tariff updated 1.4.25 updated lstp/tariff rate 12.6.25,,,,,,,,A8469977-9A71-4C9C-AD1E-B1EA94C26C63
GRE-04491,GREYSON CLOTHIERS,19/11/2024,,2025 FALL,,,,CLASSICS/BASICS,SCARLETT,,,1,EUNICE LEE,,,,LFA25K79V,,,,,,,,,,,,,,5336,,,,122,,FGA10,,,FGATOU20,KRISTINA FULL ZIP HOODIE,,WOM,,FABKNIT,,001 - SHEPHERD,PCE,,,,128,352,,288,,186,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,ACTIVE,"WHIPLASH, OH",,,,,,,5/08/2025 0:00,9/06/2025 0:00,DDP,AIR/SEA SPLIT,,"Added 19.11.24 Split is from PO 4896,updated po number/style number/xfty 15.5.25",5336LFA25K79V001 - SHEPHERD1000,,,,38.58,19.9,29.92,0.1,0,0,0.2,0,0,0,30.22,6110.30.30.45,0.32,6.37,,0.1,1.99,38.58,,,,,,,,,,77.16,Y,"price added & confirmed 10.3.25 tariff updated 1.4.25, tariff updated 30.05.25 updated lstp/tariff rate 12.6.25",,,,,,,,4382D17F-F2D5-44D7-86BA-789DA35CFA08
GRE-04492,GREYSON CLOTHIERS,19/11/2024,,2025 FALL,,,,CLASSICS/BASICS,SCARLETT,,,1,EUNICE LEE,,,,LFA25K79V,,,,,,,,,,,,,,5336,,,,122,,FGA10,,,FGATOU20,KRISTINA FULL ZIP HOODIE,,WOM,,FABKNIT,,100 - ARCTIC,PCE,,,,50,152,,165,,106,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,ACTIVE,"WHIPLASH, OH",,,,,,,5/08/2025 0:00,24/05/2025 0:00,DDP,SEA,,"Added 19.11.24 ship mode updated 10.4.25 Split is from PO 4896,updated po number/style number/xfty 15.5.25 updated style number, xfty 19.5.25 updated xfty 30.5.25",5336LFA25K79V100 - ARCTIC500,,,,38.58,19.9,29.92,0.1,0,0,0.2,0,0,0,30.22,6110.30.30.45,0.32,6.37,,0.1,1.99,38.58,,,,,,,,,,77.16,Y,"price added & confirmed 19.2.25 tariff updated 1.4.25, ex fty date & tariff updated 30.05.25 updated lstp/tariff rate 12.6.25",,,,,,,,743ABB29-95A1-4133-BF26-8F45FBEC850A
GRE-04493,GREYSON CLOTHIERS,19/11/2024,,2025 FALL,,,,CLASSICS/BASICS,SCARLETT,,,1,EUNICE LEE,,,,LFA25K79V,,,,,,,,,,,,,,5336,,,,122,,FGA10,,,FGATOU20,KRISTINA FULL ZIP HOODIE,,WOM,,FABKNIT,,417 - MALTESE BLUE,PCE,,,,97,320,,319,,211,,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1000,ACTIVE,"WHIPLASH, OH",,,,,,,5/08/2025 0:00,9/06/2025 0:00,DDP,AIR/SEA SPLIT,,"Added 19.11.24 Split is from PO 4896,updated po number/style number/xfty 15.5.25",5336LFA25K79V417 - MALTESE BLUE1000,,,,38.58,19.9,29.92,0.1,0,0,0.2,0,0,0,30.22,6110.30.30.45,0.32,6.37,,0.1,1.99,38.58,,,,,,,,,,77.16,Y,"price added & confirmed 10.3.25 tariff updated 1.4.25, tariff updated 30.05.25 updated lstp/tariff rate 12.6.25",,,,,,,,A817DD2C-D2CC-4CB8-B0B5-65E3DD3B8FAD
GRE-04494,GREYSON CLOTHIERS,19/11/2024,,2025 FALL,,,,CLASSICS/BASICS,SCARLETT,,,1,EUNICE LEE,,,,LFA25K79MV,,,,,,,,,,,,,,5336,,,,122,,FGA10,,,FGATOU20,MELANGE KRISTINA FULL ZIP HOODIE,,WOM,,FABKNIT,,051 - SMOKE HEATHER,PCE,,,,55,160,,171,,99,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,ACTIVE,"WHIPLASH, OH",,,,,,,5/08/2025 0:00,31/05/2025 0:00,DDP,SEA,,"Added 19.11.24 style # & desc updated 19.12.24 ship mode updated 10.4.25 Split is from PO 4896,updated po number/style number/xfty 15.5.25 updated  style number,xfty 19.5.25",5336LFA25K79MV051 - SMOKE HEATHER500,,,,58.45,33.99,43.87,0.1,0,0,0.2,0,0,0,44.17,6110.30.30.59,0.32,10.88,,0.1,3.4,58.45,,,,,,,,,,116.9,Y,price added & confirmed 11.3.25 tariff updated 1.4.25 updated lstp/tariff rate 12.6.25,,,,,,,,01F9A778-BFFB-43B5-8D3A-8973C00000F0
GRE-04495,GREYSON CLOTHIERS,19/11/2024,,2025 FALL,,,,CLASSICS/BASICS,SCARLETT,,,1,EUNICE LEE,,,,LSP25K70,,,,,,,,,,,,,,5466,,,,122,,FGA10,,,FGATOU55,NASH HALF ZIP (NO HOOD),,WOM,,FABKNIT,,417 - MALTESE BLUE,PCE,,,,61,180,,163,,85,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,ACTIVE,"WHIPLASH, OH",,,,,,,5/08/2025 0:00,18/07/2025 0:00,DDP,AIR,,"Added 19.11.24 Split is from PO 4896,updated po number/style number/xfty 15.5.25 updated style number 19.5.25 updated xfty 30.5.25 updated shipmode 4.6.25 Update PO number from PO 5336 to PO 5466 /updated style number 16.6.25",5466LSP25K70417 - MALTESE BLUE500,,,,33.44,20.05,25.67,0.1,0,0,0.2,0,0,0,25.97,6110.30.30.59,0.32,6.42,,0.325,6.52,38.91,,,,,,,,,,77.82,Y,"price added & confirmed 11.3.25 tariff updated 1.4.25, ex fty date & tariff updated 30.05.25",,,,,,,,0C17A381-445C-4321-81F1-60DC5F206691
GRE-04496,GREYSON CLOTHIERS,19/11/2024,,2025 FALL,,,,CLASSICS/BASICS,SCARLETT,,,1,EUNICE LEE,,,,LSP25K70,,,,,,,,,,,,,,5466,,,,122,,FGA10,,,FGATOU55,NASH HALF ZIP (NO HOOD),,WOM,,FABKNIT,,100 - ARCTIC,PCE,,,,63,182,,165,,82,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,ACTIVE,"WHIPLASH, OH",,,,,,,5/08/2025 0:00,18/07/2025 0:00,DDP,AIR,,"Added 19.11.24 Split is from PO 4896,updated po number/style number/xfty 15.5.25 updated style number 19.5.25 updated xfty 30.5.25 updated shipmode 4.6.25 Update PO number from PO 5336 to PO 5466 /updated style number 16.6.25",5466LSP25K70100 - ARCTIC500,,,,33.44,20.05,25.67,0.1,0,0,0.2,0,0,0,25.97,6110.30.30.59,0.32,6.42,,0.325,6.52,38.91,,,,,,,,,,77.82,Y,"price added & confirmed 11.3.25 tariff updated 1.4.25, ex fty date & tariff updated 30.05.25",,,,,,,,014E5313-3C4B-4C3F-B7C4-D371B01CF15E
GRE-04497,GREYSON CLOTHIERS,19/11/2024,,2025 FALL,,,,CLASSICS/BASICS,SCARLETT,,,1,EUNICE LEE,,,,LSP25K70,,,,,,,,,,,,,,5466,,,,122,,FGA10,,,FGATOU55,NASH HALF ZIP (NO HOOD),,WOM,,FABKNIT,,001 - SHEPHERD,PCE,,,,58,179,,162,,84,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,500,ACTIVE,"WHIPLASH, OH",,,,,,,5/08/2025 0:00,18/07/2025 0:00,DDP,AIR,,"Added 19.11.24 Split is from PO 4896,updated po number/style number/xfty 15.5.25 updated style number 19.5.25 updated xfty 30.5.25 updated shipmode 4.6.25 Update PO number from PO 5336 to PO 5466 /updated style number 16.6.25",5466LSP25K70001 - SHEPHERD500,,,,33.44,20.05,25.67,0.1,0,0,0.2,0,0,0,25.97,6110.30.30.59,0.32,6.42,,0.325,6.52,38.91,,,,,,,,,,77.82,Y,"price added & confirmed 11.3.25 tariff updated 1.4.25, ex fty date & tariff updated 30.05.25",,,,,,,,75D0CEDB-7C5B-41B7-B4D2-9AA8BF21363D
GRE-04498,GREYSON CLOTHIERS,22/11/2024,,2025 SUMMER,,,,5/15 REORDER,SCARLETT,,,1,KARLA TONGATE,,,,LSP25K88A,,,,,,,,,,,,,,4867,,,,F10,,FGA10,,,FGATOP40,WOLF LINKS LACE SLEEVELESS HALLEY QUARTER ZIP,,WOM,,FABKNIT,,873 - AGAVE,PCE,,,,26,81,,106,,63,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,ACTIVE,"WHIPLASH, OH",,,,,,,5/05/2025 0:00,16/05/2025 0:00,DDP,AIR,,Added 22.11.24 updated xfty 30.5.25,4867LSP25K88A873 - AGAVE300,,,,19.57,11.04,14.72,0.1,,0.61,0.2,,,,15.63,6114.30.10.20,0.282,3.11,,0.325,3.59,22.33,,,,,,,,,,44.66,Y,"price added & confirmed 18.2.25 tariff updated 28.3.25, ex fty date & tariff updated 30.05.25",,,,,,,,A61C1BF2-6F6D-4357-9043-624942B92300
GRE-04499,GREYSON CLOTHIERS,22/11/2024,,2025 SUMMER,,,,5/15 REORDER,SCARLETT,,,1,KARLA TONGATE,,,,LSP25K59A,,,,,,,,,,,,,,4867,,,,F10,,FGA10,,,FGASET10,WOLF LINKS LACE SLEEVELESS HERA DRESS,,WOM,,FABKNIT,,873 - AGAVE,PCE,,,,31,64,,61,,32,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200,ACTIVE,"WHIPLASH, OH",,,,,,,5/05/2025 0:00,16/05/2025 0:00,DDP,AIR,,Added 22.11.24 updated xfty 30.5.25,4867LSP25K59A873 - AGAVE200,,,,37.84,22.54,30.06,0.2,,1.22,0.4,,,,31.88,,,3.6,,,7.32,42.8,,,,,,,,,,85.6,Y,price added & confirmed 18.2.25 tariff updated 28.3.25 updated us duty/tariff 12.625,,,,,,,,15B063E4-86F5-4912-9C17-B4B472CC77E5
GRE-04500,GREYSON CLOTHIERS,22/11/2024,,2025 SUMMER,,,,5/15 REORDER,SCARLETT,,,1,KARLA TONGATE,,,,LSP25K59A-1,,,,,,,,,,,,,,4867,,,,F10,,FGA10,,,FGASET10,WOLF LINKS LACE SLEEVELESS HERA DRESS,,WOM,,FABKNIT,,873 - AGAVE,PCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,ACTIVE,"WHIPLASH, OH",,,,,,,5/05/2025 0:00,16/05/2025 0:00,DDP,AIR,,Added 22.11.24 updated xfty 30.5.25,4867LSP25K59A-1873 - AGAVE0,,,,,17.08,22.775,0.1,,0.61,0.2,,,,23.685,6104.43.20.10,0.16,2.73,,0.325,5.55,31.965,,,,,,,,,,63.93,Y,"price added & confirmed 18.2.25 tariff updated 28.3.25, ex fty date & tariff updated 30.05.25",,,,,,,,497975D1-6FDD-4E1E-84C2-9E00CF607B76
GRE-04501,GREYSON CLOTHIERS,22/11/2024,,2025 SUMMER,,,,5/15 REORDER,SCARLETT,,,1,KARLA TONGATE,,,,LSP25K59A-2,,,,,,,,,,,,,,4867,,,,F10,,FGA10,,,FGABOT20,WOLF LINKS LACE SLEEVELESS HERA DRESS SHORT,,WOM,,FABKNIT,,873 - AGAVE,PCE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,ACTIVE,"WHIPLASH, OH",,,,,,,5/05/2025 0:00,16/05/2025 0:00,DDP,AIR,,Added 22.11.24 updated xfty 30.5.25,4867LSP25K59A-2873 - AGAVE0,,,,,5.46,7.28,0.1,,0.61,0.2,,,,8.19,6104.43.20.10,0.16,0.87,,0.325,1.77,10.83,,,,,,,,,,21.66,Y,"price added & confirmed 18.2.25 tariff updated 28.3.25, ex fty date & tariff updated 30.05.25 updated hs code/ rate 12.6.25",,,,,,,,A41A6D58-4190-466B-A7C4-9393AFCAA0F2
GRE-04502,GREYSON CLOTHIERS,22/11/2024,,2025 FALL,,DROP02,,,MENS,,,1,EUNICE LEE,,,,MFA25K56,,,,,,,,,,,,,,4909,,,,122,,FGA10,,,FGATOU55,SEQUOIA 1/4 ZIP,,MEN,,FABKNIT,,591 - VINTAGE INDIGO,PCE,,,,,45,,167,,209,,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,600,ACTIVE,"WHIPLASH, OH",,,,,,,5/08/2025 0:00,27/06/2025 0:00,DDP,FAST BOAT,,Added 22.11.24 updated XFTY 14.5.25 updated xfty 30.5.25 updated shipmode 4.6.25,4909MFA25K56591 - VINTAGE INDIGO600,,,,56.2,29.44,39.86,0.2,0,0,0.1,0,0,0,40.16,6110.30.30.53,0.32,9.42,,0.325,9.57,59.15,,,,,,,,,,118.3,Y,"price added & confirmed 24.2.25 tariff updated 1.4.25, ex fty date & tariff updated 30.05.25",,,,,,,,22473083-6F50-4294-9863-4BA4A4958DA0
GRE-04503,GREYSON CLOTHIERS,22/11/2024,,2025 FALL,,DROP02,,,MENS,,,1,EUNICE LEE,,,,MFA25K71A,,,,,,,,,,,,,,4909,,,,122,,FGA10,,,FGATOU20,IN THE VALLEY COLORADO HOODIE,,MEN,,FABKNIT,,591 - VINTAGE INDIGO,PCE,,,,,110,,420,,529,,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1525,ACTIVE,"WHIPLASH, OH",,,,,,,5/08/2025 0:00,18/07/2025 0:00,DDP,AIR,,"Added 22.11.24 Split from PO 4909,updated style number 13.5.25 updated XFTY 14.5.25 updated xfty 30.5.25 moved back from PO5341 to PO4909/updated shipmode 4.6.25",4909MFA25K71A591 - VINTAGE INDIGO1525,,,,40.82,24.04,30.66,0.2,0,0,0.1,0,0,0,30.96,6110.30.30.41,0.32,7.69,,0.325,7.81,46.46,,,,,,,,,,92.92,Y,"price added & confirmed 11.3.25 tariff updated 1.4.25, ex fty date & tariff updated 30.05.25",,,,,,,,AC5C167C-9627-4983-A146-8B236B7BB06E
GRE-04504,GREYSON CLOTHIERS,22/11/2024,,2025 FALL,,DROP02,,,MENS,,,1,EUNICE LEE,,,,MFA24K80,,,,,,,,,,,,,,4909,,,,122,,FGA10,,,FGATOU20,CHENE HOODIE,,MEN,,FABKNIT,,417 - MALTESE BLUE,PCE,,,,,22,,79,,105,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,300,ACTIVE,"WHIPLASH, OH",,,,,,,5/08/2025 0:00,27/06/2025 0:00,DDP,FAST BOAT,,Added 22.11.24 updated XFTY 14.5.25 updated xfty 30.5.25 updated shipmode 4.6.25,4909MFA24K80417 - MALTESE BLUE300,,,,64.96,35.68,45.21,0.2,0,0,0.1,0,0,0,45.51,6110.30.30.41,0.32,11.42,,0.325,11.6,68.53,,,,,,,,,,137.06,Y,"price added & confirmed 24.2.25 tariff updated 1.4.25, ex fty date & tariff updated 30.05.25",,,,,,,,1933B839-28D8-4E62-8240-7BF5A0960C58
GRE-04505,GREYSON CLOTHIERS,22/11/2024,,2025 FALL,,DROP02,,,MENS,,,,EUNICE LEE,,,,MFA25K74,,,,,,,,,,,,,,4909,,,,,,,,,,COKATO HOODIE,,,,,,065 - SHADOW,PCE,,,,,69,,272,,347,,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,CANCELLED,"WHIPLASH, OH",,,,,,,5/08/2025 0:00,5/06/2025 0:00,DDP,AIR/SEA SPLIT,,Added 22.11.24 cancelled 5.12.24,4909MFA25K74065 - SHADOW0,,,,54.3,0,,,,0,0,,,,0,,,0,,,0,0,,,,,,,,,,0,,,,,,,,,,FFA6E926-0C31-4E9F-AA5A-E4A1C4A2F0B7
